protein,metabolite,metabolite_disp,r,q,Npair,weight,modP_louvain,modM_louvain,modP_walktrap,modM_walktrap,intra_louvain,intra_walktrap
EEF1D,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.22609915376787873,1.818784811852061e-113,9910,0.22609915376787873,2,6,2,2,FALSE,TRUE
DDAH1,fid_23409,Triglycerides in LDL,0.22167545843479827,1.914023772105264e-113,10318,0.22167545843479827,2,2,2,2,TRUE,TRUE
LSP1,fid_23489,Total Lipids in Very Large VLDL,0.22187968766734784,1.9397614263314433e-113,10298,0.22187968766734784,6,2,2,2,FALSE,TRUE
ERBIN,fid_23471,Lactate,0.22199130646034387,1.9585804313658003e-113,10287,0.22199130646034387,5,5,1,1,TRUE,TRUE
CPB2,fid_23540,Cholesterol in Medium LDL,0.22625892257920852,2.000770009589524e-113,9892,0.22625892257920852,1,1,2,2,TRUE,TRUE
CTBS,fid_23488,Concentration of Very Large VLDL Particles,0.22751635770338544,2.0584852210502944e-113,9779,0.22751635770338544,6,2,2,2,FALSE,TRUE
GGCT,fid_23471,Lactate,0.22638970954008825,2.0686030588171732e-113,9879,0.22638970954008825,5,5,1,1,TRUE,TRUE
LILRB4,fid_23555,Cholesteryl Esters in Very Large HDL,-0.22323080164325035,2.1240261732492348e-113,10167,0.22323080164325035,6,3,2,2,FALSE,TRUE
ABL1,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.22171770734186497,2.1685483159019777e-113,10309,0.22171770734186497,2,6,2,2,FALSE,TRUE
PTGDS,fid_23418,Cholesteryl Esters in HDL,-0.22277797017270143,2.2028208685223976e-113,10208,0.22277797017270143,3,3,2,2,TRUE,TRUE
SERPINA5,fid_23507,Free Cholesterol in Medium VLDL,0.22717059665918005,2.203919647111716e-113,9807,0.22717059665918005,1,1,2,2,TRUE,TRUE
SIGLEC7,fid_23489,Total Lipids in Very Large VLDL,0.22198019117346832,2.2244148094502173e-113,10283,0.22198019117346832,6,2,2,2,FALSE,TRUE
APOA1,fid_23609,Phospholipids to Total Lipids in IDL percentage,-0.2259954727473401,2.2612319423421138e-113,9911,0.2259954727473401,3,3,2,2,TRUE,TRUE
PROS1,fid_23439,Apolipoprotein B,0.2259824222912875,2.3318291919878865e-113,9911,0.2259824222912875,1,1,2,2,TRUE,TRUE
CD36,fid_23447,Monounsaturated Fatty Acids,0.2293050032471584,2.3526440824445216e-113,9618,0.2293050032471584,2,2,2,2,TRUE,TRUE
TNFRSF9,fid_23418,Cholesteryl Esters in HDL,-0.22215256972685188,2.3777361701707904e-113,10264,0.22215256972685188,3,3,2,2,TRUE,TRUE
OSM,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.22230225910527135,2.4280864097860196e-113,10249,0.22230225910527135,5,6,1,2,FALSE,FALSE
HNMT,fid_23578,Triglycerides in Small HDL,0.2227020012170693,2.4466796300168503e-113,10211,0.2227020012170693,6,2,2,2,FALSE,TRUE
ITIH3,fid_23578,Triglycerides in Small HDL,-0.22128330608508545,2.4907611808558573e-113,10345,0.22128330608508545,2,2,2,2,TRUE,TRUE
CHI3L1,fid_23410,Triglycerides in HDL,0.22441405278306595,2.4984995856582695e-113,10051,0.22441405278306595,4,2,2,2,FALSE,TRUE
PTPRB,fid_23515,Triglycerides in Small VLDL,0.2258485927042747,2.5922195401402145e-113,9919,0.2258485927042747,2,2,2,2,TRUE,TRUE
SARG,fid_23448,Saturated Fatty Acids,0.22657599266844597,2.6428355338035336e-113,9853,0.22657599266844597,2,2,2,2,TRUE,TRUE
TNFRSF6B,fid_23628,Triglycerides to Total Lipids in Small LDL percentage,0.22209387275599668,2.7358121893037247e-113,10264,0.22209387275599668,4,4,2,2,TRUE,TRUE
PDGFC,fid_23490,Phospholipids in Very Large VLDL,0.22357125862621333,2.7605133971139304e-113,10125,0.22357125862621333,2,2,2,2,TRUE,TRUE
SIGLEC7,fid_23622,Free Cholesterol to Total Lipids in Medium LDL percentage,-0.2218746749503169,2.8631120200777516e-113,10283,0.2218746749503169,6,6,2,2,TRUE,TRUE
YTHDF3,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,0.22310111920492232,2.8914808195082626e-113,10167,0.22310111920492232,2,2,2,2,TRUE,TRUE
HSD11B1,fid_23566,Total Lipids in Medium HDL,0.22171136822675988,2.9020371884475233e-113,10298,0.22171136822675988,3,3,2,2,TRUE,TRUE
CD36,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.22919292837554148,3.050805268997761e-113,9618,0.22919292837554148,2,6,2,2,FALSE,TRUE
OXT,fid_23647,Free Cholesterol to Total Lipids in Small HDL percentage,-0.220317340047281,3.052892070438847e-113,10430,0.220317340047281,4,3,2,2,FALSE,TRUE
CCN1,fid_23619,Phospholipids to Total Lipids in Medium LDL percentage,-0.2216652745183127,3.0812700057282917e-113,10300,0.2216652745183127,1,1,2,2,TRUE,TRUE
SULT2A1,fid_23536,Triglycerides in Large LDL,0.22167872189806573,3.1373335859832046e-113,10298,0.22167872189806573,2,2,2,2,TRUE,TRUE
GRP,fid_23557,Triglycerides in Very Large HDL,0.2286212266406347,3.1726612972766506e-113,9666,0.2286212266406347,2,2,2,2,TRUE,TRUE
RAB6A,fid_23449,Linoleic Acid,0.2217682652457287,3.1744769931355705e-113,10289,0.2217682652457287,1,1,2,2,TRUE,TRUE
RNASE6,fid_23642,Free Cholesterol to Total Lipids in Medium HDL percentage,-0.2265094321863553,3.2548911794353206e-113,9851,0.2265094321863553,6,3,2,2,FALSE,TRUE
PPY,fid_23557,Triglycerides in Very Large HDL,0.220944453085054,3.321759902246631e-113,10366,0.220944453085054,4,2,2,2,FALSE,TRUE
APOA2,fid_23562,Cholesteryl Esters in Large HDL,0.22590300388542864,3.3723615346507636e-113,9904,0.22590300388542864,3,3,2,2,TRUE,TRUE
OCLN,fid_23648,Triglycerides to Total Lipids in Small HDL percentage,0.22584303771130532,3.498003365657409e-113,9908,0.22584303771130532,6,6,2,2,TRUE,TRUE
ARHGEF1,fid_23471,Lactate,0.2262415430039517,3.516486063085055e-113,9872,0.2262415430039517,5,5,1,1,TRUE,TRUE
RELT,fid_23643,Triglycerides to Total Lipids in Medium HDL percentage,0.22109296263117287,3.5550761136683145e-113,10349,0.22109296263117287,6,6,2,2,TRUE,TRUE
APBB1IP,fid_23435,Triglycerides to Phosphoglycerides ratio,0.2215100811175491,3.561900581537712e-113,10309,0.2215100811175491,6,6,2,2,TRUE,TRUE
CPB2,fid_23424,Total Lipids in VLDL,0.22600759060099684,3.6081276326558926e-113,9892,0.22600759060099684,1,1,2,2,TRUE,TRUE
RNASE6,fid_23618,Triglycerides to Total Lipids in Large LDL percentage,0.22645695690138504,3.679075058761989e-113,9851,0.22645695690138504,6,4,2,2,FALSE,TRUE
PBXIP1,fid_23497,Phospholipids in Large VLDL,0.22605728882761747,3.755914373529259e-113,9886,0.22605728882761747,2,2,2,2,TRUE,TRUE
TNFRSF14,fid_23578,Triglycerides in Small HDL,0.221149233098808,3.7936613994917275e-113,10341,0.221149233098808,6,2,2,2,FALSE,TRUE
MTSS2,fid_23480,Glycoprotein Acetyls,0.2261477962063637,3.8433687820730334e-113,9877,0.2261477962063637,2,5,2,2,FALSE,TRUE
PPY,fid_23410,Triglycerides in HDL,0.22087774220676415,3.8965497163050256e-113,10366,0.22087774220676415,4,2,2,2,FALSE,TRUE
KLKB1,fid_23401,Total Cholesterol Minus HDL-C,0.2282737951914181,3.949991202044567e-113,9688,0.2282737951914181,1,1,2,2,TRUE,TRUE
BCHE,fid_23545,Total Lipids in Small LDL,0.22784695076702496,3.9826814673500245e-113,9725,0.22784695076702496,1,1,2,2,TRUE,TRUE
TXLNA,fid_23471,Lactate,0.222255909174181,4.058274456760097e-113,10233,0.222255909174181,2,5,2,1,FALSE,FALSE
SCARB2,fid_23606,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,-0.22324728812325936,4.1637782493610986e-113,10139,0.22324728812325936,6,4,2,2,FALSE,TRUE
LAT2,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.22144456885634897,4.165342347494064e-113,10309,0.22144456885634897,2,6,2,2,FALSE,TRUE
ANGPTL3,fid_23411,Total Phospholipids in Lipoprotein Particles,0.2215886618092596,4.1922715538684426e-113,10295,0.2215886618092596,1,1,2,2,TRUE,TRUE
COLEC12,fid_23435,Triglycerides to Phosphoglycerides ratio,0.2213017722102419,4.3403780811870425e-113,10321,0.2213017722102419,3,6,2,2,FALSE,TRUE
LGALS1,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.22169257450195048,4.420046501386783e-113,10283,0.22169257450195048,3,6,2,2,FALSE,TRUE
ANGPTL3,fid_23423,Total Lipids in Lipoprotein Particles,0.22154868312313009,4.6129238800500967e-113,10295,0.22154868312313009,1,1,2,2,TRUE,TRUE
LAIR1,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.22126655978867063,4.7224726742920575e-113,10321,0.22126655978867063,3,6,2,2,FALSE,TRUE
PRKG1,fid_23480,Glycoprotein Acetyls,0.22833461240358155,4.7235697641825296e-113,9676,0.22833461240358155,5,5,2,2,TRUE,TRUE
APOF,fid_23528,Free Cholesterol in IDL,0.2257439002775048,4.8982409250011936e-113,9904,0.2257439002775048,3,1,2,2,FALSE,TRUE
TNFRSF10B,fid_23617,Free Cholesterol to Total Lipids in Large LDL percentage,-0.22184926774009084,4.9017139276239205e-113,10264,0.22184926774009084,6,4,2,2,FALSE,TRUE
CPB2,fid_23499,Cholesteryl Esters in Large VLDL,0.2258736684285415,4.939153518564933e-113,9892,0.2258736684285415,1,1,2,2,TRUE,TRUE
BTD,fid_23508,Triglycerides in Medium VLDL,0.2256589166872449,4.9822261366476324e-113,9911,0.2256589166872449,2,1,2,2,FALSE,TRUE
NPPC,fid_23648,Triglycerides to Total Lipids in Small HDL percentage,0.2214761202589306,5.0887286880324945e-113,10298,0.2214761202589306,2,6,2,2,FALSE,TRUE
DSC2,fid_23427,Total Concentration of Lipoprotein Particles,-0.22237274095456136,5.220823572571794e-113,10212,0.22237274095456136,3,3,4,2,TRUE,FALSE
PARP1,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,0.22146175033052595,5.264552175911014e-113,10298,0.22146175033052595,6,2,2,2,FALSE,TRUE
GRP,fid_23515,Triglycerides in Small VLDL,0.22839994974042413,5.297754617370004e-113,9666,0.22839994974042413,2,2,2,2,TRUE,TRUE
SNAP29,fid_23448,Saturated Fatty Acids,0.2206986510108811,5.416087921446845e-113,10370,0.2206986510108811,2,2,2,2,TRUE,TRUE
TGFB1,fid_23522,Triglycerides in Very Small VLDL,0.2202295582216256,5.461218345662401e-113,10415,0.2202295582216256,2,2,2,2,TRUE,TRUE
PBLD,fid_23480,Glycoprotein Acetyls,0.22321458542829137,5.51367955879328e-113,10131,0.22321458542829137,2,5,2,2,FALSE,TRUE
NPPC,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.22153437047445113,5.545333164626827e-113,10289,0.22153437047445113,2,6,2,2,FALSE,TRUE
PAXX,fid_23486,Free Cholesterol in Chylomicrons and Extremely Large VLDL,0.2282581700755753,5.637592783982586e-113,9676,0.2282581700755753,2,2,2,2,TRUE,TRUE
BTD,fid_23488,Concentration of Very Large VLDL Particles,0.2256048679625024,5.65288454779247e-113,9911,0.2256048679625024,2,2,2,2,TRUE,TRUE
DNAJB14,fid_23480,Glycoprotein Acetyls,0.22588091661676568,5.675325203591974e-113,9886,0.22588091661676568,5,5,1,2,TRUE,FALSE
CSF1,fid_23418,Cholesteryl Esters in HDL,-0.22087630743194375,5.677848060207104e-113,10351,0.22087630743194375,6,3,2,2,FALSE,TRUE
AHNAK,fid_23500,Free Cholesterol in Large VLDL,0.22836965012926977,5.681701784693014e-113,9666,0.22836965012926977,2,2,2,2,TRUE,TRUE
YTHDF3,fid_23543,Triglycerides in Medium LDL,0.2228142403011756,5.707924760906042e-113,10167,0.2228142403011756,2,2,2,2,TRUE,TRUE
PDGFC,fid_23489,Total Lipids in Very Large VLDL,0.2232457478707165,5.964845230550541e-113,10125,0.2232457478707165,2,2,2,2,TRUE,TRUE
PDGFC,fid_23495,Concentration of Large VLDL Particles,0.22324394185369248,5.990239524647338e-113,10125,0.22324394185369248,2,2,2,2,TRUE,TRUE
CXCL10,fid_23522,Triglycerides in Very Small VLDL,0.22085028165932707,6.042304577733846e-113,10351,0.22085028165932707,2,2,2,2,TRUE,TRUE
HAVCR2,fid_23422,Free Cholesterol in HDL,-0.220870639348001,6.048626362582659e-113,10349,0.220870639348001,3,3,2,2,TRUE,TRUE
F11R,fid_23448,Saturated Fatty Acids,0.2209522756413481,6.07283145980851e-113,10341,0.2209522756413481,2,2,2,2,TRUE,TRUE
CD22,fid_23569,Cholesteryl Esters in Medium HDL,-0.2200060441711262,6.130898925536736e-113,10432,0.2200060441711262,3,3,2,2,TRUE,TRUE
PCSK9,fid_23434,Phosphoglycerides,0.2201068518910052,6.162361833291369e-113,10422,0.2201068518910052,2,1,2,2,FALSE,TRUE
RNASE1,fid_23480,Glycoprotein Acetyls,0.22564390474657775,6.186034646387826e-113,9904,0.22564390474657775,3,5,2,2,FALSE,TRUE
IL17RB,fid_23596,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,0.22315703659979816,6.478241794057928e-113,10130,0.22315703659979816,4,4,2,2,TRUE,TRUE
SNCG,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,-0.2217258787571552,6.571444250955968e-113,10264,0.2217258787571552,6,6,2,2,TRUE,TRUE
TGFB1,fid_23483,Phospholipids in Chylomicrons and Extremely Large VLDL,0.22015204548396908,6.573057485263107e-113,10415,0.22015204548396908,2,2,2,2,TRUE,TRUE
ITGA11,fid_23553,Phospholipids in Very Large HDL,0.2213669673756875,6.596112431859215e-113,10298,0.2213669673756875,3,3,2,2,TRUE,TRUE
FETUB,fid_23648,Triglycerides to Total Lipids in Small HDL percentage,0.2212131152317723,6.711453364789874e-113,10312,0.2212131152317723,6,6,2,2,TRUE,TRUE
HHEX,fid_23516,Concentration of Very Small VLDL Particles,0.22561916241728897,6.727566563825317e-113,9903,0.22561916241728897,2,1,2,2,FALSE,TRUE
OCLN,fid_23443,Degree of Unsaturation,-0.2256521803507918,6.908797041365465e-113,9899,0.2256521803507918,6,6,2,2,TRUE,TRUE
PON2,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.22303906655652975,6.988977266726528e-113,10138,0.22303906655652975,6,6,2,2,TRUE,TRUE
RELT,fid_23639,Phospholipids to Total Lipids in Medium HDL percentage,0.22080652222185015,7.047722771015144e-113,10349,0.22080652222185015,6,6,2,2,TRUE,TRUE
PAG1,fid_23441,Apolipoprotein B to Apolipoprotein A1 ratio,0.22294858010459737,7.067238755222586e-113,10146,0.22294858010459737,3,1,2,2,FALSE,TRUE
SMNDC1,fid_23483,Phospholipids in Chylomicrons and Extremely Large VLDL,0.2257845610094694,7.107072549505076e-113,9886,0.2257845610094694,6,2,2,2,FALSE,TRUE
HAO1,fid_23633,Triglycerides to Total Lipids in Very Large HDL percentage,0.21991036695737104,7.339958652885399e-113,10434,0.21991036695737104,2,4,2,2,FALSE,TRUE
COLEC12,fid_23563,Free Cholesterol in Large HDL,-0.22098594695968551,7.367243518651132e-113,10330,0.22098594695968551,3,3,2,2,TRUE,TRUE
TGFB1,fid_23536,Triglycerides in Large LDL,0.22010294036574976,7.393142554288387e-113,10415,0.22010294036574976,2,2,2,2,TRUE,TRUE
LAT2,fid_23448,Saturated Fatty Acids,0.22119560082444065,7.540942740904932e-113,10309,0.22119560082444065,2,2,2,2,TRUE,TRUE
NAA80,fid_23407,Total Triglycerides,0.2283721851900794,7.568660014117965e-113,9655,0.2283721851900794,2,2,2,2,TRUE,TRUE
RELT,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.22084542906426896,7.835744564948594e-113,10341,0.22084542906426896,6,6,2,2,TRUE,TRUE
PPY,fid_23645,Cholesterol to Total Lipids in Small HDL percentage,-0.22056959544324165,8.139165906117885e-113,10366,0.22056959544324165,4,4,2,2,TRUE,TRUE
F10,fid_23540,Cholesterol in Medium LDL,0.22552323699313828,8.204356521915851e-113,9904,0.22552323699313828,1,1,2,2,TRUE,TRUE
EEF1D,fid_23488,Concentration of Very Large VLDL Particles,0.22532699082726756,8.805478288304575e-113,9919,0.22532699082726756,2,2,2,2,TRUE,TRUE
COL6A3,fid_23643,Triglycerides to Total Lipids in Medium HDL percentage,0.2198645245102088,8.82384015422235e-113,10431,0.2198645245102088,6,6,2,2,TRUE,TRUE
HNRNPK,fid_23471,Lactate,0.22382331791521903,8.857272449005461e-113,10056,0.22382331791521903,5,5,1,1,TRUE,TRUE
COLEC12,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.2209051720710092,8.935497661716841e-113,10330,0.2209051720710092,3,6,2,2,FALSE,TRUE
IFI30,fid_23406,HDL Cholesterol,-0.22812763219283105,8.944376585917676e-113,9670,0.22812763219283105,6,3,2,2,FALSE,TRUE
VASP,fid_23471,Lactate,0.225830250109862,8.961221054724337e-113,9873,0.225830250109862,5,5,1,1,TRUE,TRUE
TNFRSF9,fid_23406,HDL Cholesterol,-0.22158314999351697,9.228723380495769e-113,10264,0.22158314999351697,3,3,2,2,TRUE,TRUE
CTBS,fid_23407,Total Triglycerides,0.2268684071301274,9.313815894628864e-113,9779,0.2268684071301274,6,2,2,2,FALSE,TRUE
SOST,fid_23486,Free Cholesterol in Chylomicrons and Extremely Large VLDL,0.22169503988465264,9.316034399172155e-113,10253,0.22169503988465264,2,2,2,2,TRUE,TRUE
GH1,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,-0.22169411246260703,9.335717507453893e-113,10253,0.22169411246260703,2,2,2,2,TRUE,TRUE
GGH,fid_23554,Cholesterol in Very Large HDL,-0.22311081566382768,9.554161809419103e-113,10119,0.22311081566382768,3,3,2,2,TRUE,TRUE
ICAM1,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.22190639975434673,9.791906993013713e-113,10231,0.22190639975434673,6,6,2,2,TRUE,TRUE
RNASET2,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.22019931475120688,9.863404227923939e-113,10394,0.22019931475120688,6,6,2,2,TRUE,TRUE
ASAH1,fid_23480,Glycoprotein Acetyls,0.22640910875938247,1.0014811389167096e-112,9817,0.22640910875938247,5,5,2,2,TRUE,TRUE
ST6GAL1,fid_23529,Triglycerides in IDL,0.21981130966274656,1.0021043238846389e-112,10431,0.21981130966274656,2,2,2,2,TRUE,TRUE
BPIFB2,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,-0.2256904964103674,1.0085716748210384e-112,9881,0.2256904964103674,3,6,2,2,FALSE,TRUE
CD36,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.22867045617333748,1.019501503513686e-112,9618,0.22867045617333748,2,6,2,2,FALSE,TRUE
FSTL3,fid_23634,Phospholipids to Total Lipids in Large HDL percentage,0.22138959963620403,1.0301528988508871e-112,10278,0.22138959963620403,6,4,2,2,FALSE,TRUE
MET,fid_23634,Phospholipids to Total Lipids in Large HDL percentage,-0.22027201992626963,1.0352833278650787e-112,10385,0.22027201992626963,4,4,2,2,TRUE,TRUE
FYB1,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.2208903841050209,1.074202549287701e-112,10324,0.2208903841050209,2,6,2,2,FALSE,TRUE
MUC13,fid_23607,Free Cholesterol to Total Lipids in Very Small VLDL percentage,-0.22292651423229276,1.0889650551622383e-112,10131,0.22292651423229276,4,4,2,2,TRUE,TRUE
LSP1,fid_23494,Triglycerides in Very Large VLDL,0.2211537926025331,1.095836617121244e-112,10298,0.2211537926025331,6,2,2,2,FALSE,TRUE
VAMP8,fid_23471,Lactate,0.2288891770143163,1.1084026328411968e-112,9596,0.2288891770143163,5,5,1,1,TRUE,TRUE
KLKB1,fid_23413,Phospholipids in LDL,0.2278125920002685,1.1497172395464347e-112,9688,0.2278125920002685,1,1,2,2,TRUE,TRUE
ALDH1A1,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.2206798946129515,1.162883668221544e-112,10341,0.2206798946129515,6,6,2,2,TRUE,TRUE
CNST,fid_23471,Lactate,0.2215938697555684,1.1843602510079535e-112,10253,0.2215938697555684,5,5,1,1,TRUE,TRUE
MCAM,fid_23560,Phospholipids in Large HDL,0.22063013428662753,1.185590722279689e-112,10345,0.22063013428662753,3,3,2,2,TRUE,TRUE
CXCL10,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.22056686885063356,1.1880312810464326e-112,10351,0.22056686885063356,2,6,2,2,FALSE,TRUE
COMT,fid_23471,Lactate,0.22430777814288735,1.188531954090557e-112,10000,0.22430777814288735,5,5,1,1,TRUE,TRUE
PDGFC,fid_23493,Free Cholesterol in Very Large VLDL,0.22294316860508015,1.2186868029126183e-112,10125,0.22294316860508015,2,2,2,2,TRUE,TRUE
HYOU1,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.2198205458968654,1.2227232634336743e-112,10422,0.2198205458968654,6,6,2,2,TRUE,TRUE
NAA80,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.22826703170239307,1.2259271296455227e-112,9646,0.22826703170239307,2,6,2,2,FALSE,TRUE
CXCL10,fid_23409,Triglycerides in LDL,0.22054854842389976,1.2409054487574172e-112,10351,0.22054854842389976,2,2,2,2,TRUE,TRUE
SCPEP1,fid_23471,Lactate,0.2288719648192773,1.2491683571486578e-112,9593,0.2288719648192773,6,5,2,1,FALSE,FALSE
CHCHD10,fid_23613,Triglycerides to Total Lipids in IDL percentage,0.2253514314990064,1.2577374080896388e-112,9903,0.2253514314990064,6,4,2,2,FALSE,TRUE
CTSF,fid_23436,Total Cholines,0.2203387693725214,1.2784149348991948e-112,10370,0.2203387693725214,3,1,2,2,FALSE,TRUE
IFNLR1,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.22116972573006283,1.3198342147309968e-112,10289,0.22116972573006283,6,6,2,2,TRUE,TRUE
C19ORF12,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.2229129124792588,1.342190499933775e-112,10124,0.2229129124792588,6,6,2,2,TRUE,TRUE
CXCL13,fid_23529,Triglycerides in IDL,0.21969711296145408,1.349092562248203e-112,10430,0.21969711296145408,6,2,2,2,FALSE,TRUE
NSFL1C,fid_23471,Lactate,0.22000213767619667,1.3617751849726346e-112,10400,0.22000213767619667,5,5,1,1,TRUE,TRUE
CASC3,fid_23471,Lactate,0.22847210161687065,1.3718772415641575e-112,9624,0.22847210161687065,5,5,1,1,TRUE,TRUE
CD63,fid_23578,Triglycerides in Small HDL,0.2216075693940242,1.4003072240821952e-112,10245,0.2216075693940242,6,2,2,2,FALSE,TRUE
IL18,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.2211585335803005,1.4607891428392975e-112,10286,0.2211585335803005,6,6,2,2,TRUE,TRUE
SIGLEC7,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,0.22117874370114535,1.5005399629670924e-112,10283,0.22117874370114535,6,2,2,2,FALSE,TRUE
NFASC,fid_23610,Cholesterol to Total Lipids in IDL percentage,-0.2196316927375665,1.502120453961617e-112,10432,0.2196316927375665,4,4,2,2,TRUE,TRUE
LILRB4,fid_23558,Concentration of Large HDL Particles,-0.22240222675644428,1.5126787549988927e-112,10167,0.22240222675644428,6,3,2,2,FALSE,TRUE
DUT,fid_23563,Free Cholesterol in Large HDL,-0.22545686272553697,1.5273659976129906e-112,9886,0.22545686272553697,3,3,2,2,TRUE,TRUE
AHNAK,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,0.22794109187771644,1.529477454434653e-112,9666,0.22794109187771644,2,2,2,2,TRUE,TRUE
PFKFB2,fid_23471,Lactate,0.2213134320345932,1.5447507418590454e-112,10269,0.2213134320345932,5,5,1,1,TRUE,TRUE
PAXX,fid_23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,0.2278150408764764,1.5700669348808647e-112,9676,0.2278150408764764,2,2,2,2,TRUE,TRUE
SNAP29,fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,0.22013046923318597,1.6828923392390963e-112,10379,0.22013046923318597,2,2,2,2,TRUE,TRUE
NCS1,fid_23550,Triglycerides in Small LDL,0.2195166055630771,1.7070624828459102e-112,10438,0.2195166055630771,2,2,2,2,TRUE,TRUE
NPPC,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.22096250038491275,1.7265504412768018e-112,10298,0.22096250038491275,2,6,2,2,FALSE,TRUE
BTN3A2,fid_23578,Triglycerides in Small HDL,0.22095782542427755,1.745905310999297e-112,10298,0.22095782542427755,6,2,2,2,FALSE,TRUE
FGFBP2,fid_23573,Total Lipids in Small HDL,0.225008274051203,1.7603704270425276e-112,9921,0.225008274051203,3,1,2,2,FALSE,TRUE
TNFRSF6B,fid_23605,Cholesterol to Total Lipids in Very Small VLDL percentage,-0.2213086954763787,1.7700375028918551e-112,10264,0.2213086954763787,4,4,2,2,TRUE,TRUE
NCAM2,fid_23561,Cholesterol in Large HDL,0.2204158276773927,1.7889616616031694e-112,10349,0.2204158276773927,3,3,2,2,TRUE,TRUE
AHNAK,fid_23489,Total Lipids in Very Large VLDL,0.2278630574654582,1.831781613900063e-112,9666,0.2278630574654582,2,2,2,2,TRUE,TRUE
MAPK9,fid_23442,Total Fatty Acids,0.22102178733052105,1.8761955820181592e-112,10289,0.22102178733052105,2,2,2,2,TRUE,TRUE
AIFM1,fid_23562,Cholesteryl Esters in Large HDL,-0.22085191299106,1.9835121982802155e-112,10303,0.22085191299106,6,3,2,2,FALSE,TRUE
CHCHD10,fid_23618,Triglycerides to Total Lipids in Large LDL percentage,0.22514595702471857,2.032656373825477e-112,9903,0.22514595702471857,6,4,2,2,FALSE,TRUE
LSP1,fid_23487,Triglycerides in Chylomicrons and Extremely Large VLDL,0.22088712490348011,2.0660116263408616e-112,10298,0.22088712490348011,6,4,2,2,FALSE,TRUE
ITGA11,fid_23613,Triglycerides to Total Lipids in IDL percentage,-0.22088689125402328,2.067055150890422e-112,10298,0.22088689125402328,3,4,2,2,FALSE,TRUE
IL2RA,fid_23480,Glycoprotein Acetyls,0.22195674002428772,2.0914765996339973e-112,10196,0.22195674002428772,5,5,2,2,TRUE,TRUE
CD5,fid_23566,Total Lipids in Medium HDL,-0.2196064976327688,2.1427519859596536e-112,10420,0.2196064976327688,3,3,2,2,TRUE,TRUE
COLEC12,fid_23642,Free Cholesterol to Total Lipids in Medium HDL percentage,-0.22052534338081128,2.206675993257801e-112,10330,0.22052534338081128,3,3,2,2,TRUE,TRUE
CPB2,fid_23403,VLDL Cholesterol,0.22522823817870993,2.2292817771697017e-112,9892,0.22522823817870993,1,1,2,2,TRUE,TRUE
CPB2,fid_23491,Cholesterol in Very Large VLDL,0.22522412986371695,2.2505482149247544e-112,9892,0.22522412986371695,1,1,2,2,TRUE,TRUE
TMPRSS15,fid_23620,Cholesterol to Total Lipids in Medium LDL percentage,-0.220639999487714,2.261775538568458e-112,10318,0.220639999487714,4,4,2,2,TRUE,TRUE
APBB1IP,fid_23639,Phospholipids to Total Lipids in Medium HDL percentage,0.22062899733610392,2.321710434766019e-112,10318,0.22062899733610392,6,6,2,2,TRUE,TRUE
